لإسم,مجال النشاط,الولاية,الهاتف,الفاكس
جمعية أحباء دار الشباب والثقافة علي البلهوان,شبابية,باجة,,
جمعية أحباء دار الشباب والثقافة على البلهوان مجاز الباب,شبابية,باجة,,
جمعية أحباء دار الشباب والثقافة عمدون,شبابية,باجة,78468100,0
جمعية أحباء دار الشباب والثقافة إبن زيدون,شبابية,باجة,,
جمعية أحباء دار الشباب والثقافة نفزة,شبابية,باجة,78470161,0
جمعية مركز الإبداع للتنمية الأسرية والشبابية,شبابية,باجة,24238313,
جمعية بادر للشباب والتنمية,شبابية,باجة,0,0
جمعية روح الشباب لتنشيط السياحة والثقافة,شبابية,باجة,29331243,
ماجورات مركب الطفولة تبرسق,طفولة,باجة,78465520,78465520
الجمعية الديمقراطية التشاركية,طفولة,باجة,,
جمعية أحباء الطفل بالمعقولة,طفولة,باجة,78443179,78443179
جمعية أحباء الطفل بتستور,طفولة,باجة,0,0
جمعية أحباء الطفل بعمدون,طفولة,باجة,0,0
جمعية أحباء الطفل سيدي فرج,طفولة,باجة,0,0
جمعية أحباء نادي الطفل مجاز الباب,طفولة,باجة,0,0
جمعية مهرجان ربيع الطفل بنفزة,طفولة,باجة,78470916,78470916
جمعية الفردوس بتستور,طفولة,باجة,40016409,0
جمعية احباء الطفل بنادي الأطفال سيدي فرج,طفولة,باجة,,
جمعية احباء الطفل بنادي الاطفال بتستور,طفولة,باجة,,
جمعية شبكة السنابل بباجة,شبكة,باجة,97929310,0
المرصد التونسي للتعليم العالي والبحث العلمي,علمية,جندوبة,0,0
الجمعية العلمية بالمعهد العالي للدراسات التكنولوجية بجندوبة,علمية,جندوبة,78610104,78610104
جمعية الأمل التربوي طبرقة,علمية,جندوبة,0,0
جمعية التضامن الرقمي بغار الدماء,علمية,جندوبة,78664155,78664155
جمعية التضامن الرقمي فرنانة,علمية,جندوبة,,
جمعية الثقافة الرقمية بغار الدماء,علمية,جندوبة,78660107,78660107
جمعية الثقافة الرقمية بفرنانة,علمية,جندوبة,0,0
جمعية السيدة البوسليمي لمقاومة السرطان بجندوبة,علمية,جندوبة,,
جمعية علمني جندوبة,علمية,جندوبة,,
الجمعية النسائية أبواب الخير غار الدماء,نسائية,جندوبة,27594660,
جمعية مسرات,نسائية,جندوبة,,
جمعية المرأة الريفية بجندوبة,نسائية,جندوبة,22686135,
جمعية بيتي بجندوبة,نسائية,جندوبة,23418980,
جمعية تونسيات بوسالم,نسائية,جندوبة,53642280,
جمعية نساء طبرقة,نسائية,جندوبة,,
المولدية الرياضية ببوسالم,رياضية,جندوبة,78638782,78638782
المكتب الجهوي للثقافة والرياضة والعمل بجندوبة,رياضية,جندوبة,,
الجمعية الجهوية للصيادين بجندوبة,رياضية,جندوبة,78600953,78600953
الجمعية الرياضية للمياه بجندوبة,رياضية,جندوبة,0,0
الجمعية الرياضية ببوسالم,رياضية,جندوبة,,
الجمعية الرياضية بغار الدماء,رياضية,جندوبة,,
الجمعية النسائية بجندوبة,رياضية,جندوبة,78600052,78600052
الخضراء الرياضية للعاب القوى ببوسالم,رياضية,جندوبة,,
الشبيبة الرياضية ببن بشير,رياضية,جندوبة,,
الزيتونة الرياضية ببلطة,رياضية,جندوبة,0,0
الإتحاد الرياضي ببوسالم,رياضية,جندوبة,78633982,78633982
النادي البلدي للغوص بطبرقة,رياضية,جندوبة,78671478,78671478
النادي الرياضي الجندوبي للكرة الحديدية,رياضية,جندوبة,78605065,78605065
النادي الرياضي بفرنانة,رياضية,جندوبة,78641861,
النجم الرياضي الخميري عين دراهم,رياضية,جندوبة,78655087,78655087
النجم الرياضي بغار الدماء,رياضية,جندوبة,98542756,98542756
النجم الرياضي بوادي مليز,رياضية,جندوبة,78001097,78001097
جمعية مدرسة الصيد البحري للرياضات البحرية بطبرقة,رياضية,جندوبة,78671344,78673084
جمعية أولمبيك بوسالم,رياضية,جندوبة,,
جمعية الأمل للرياضة للجميع بجندوبة,رياضية,جندوبة,0,0
جمعية الأمل الرياضي التونسي,رياضية,جندوبة,,
جمعية الأمل الرياضي سوق الجمعة,رياضية,جندوبة,,
جمعية التايكواندو بطبرقة,رياضية,جندوبة,0,0
جمعية السد الرياضي بني مطير,رياضية,جندوبة,,
جمعية السنبلة الرياضية بجندوبة,رياضية,جندوبة,0,0
جمعية الإرتقاء الرياضية,رياضية,جندوبة,,
جمعية النادي الرياضي للكرة الحديدية بالبوسالم,رياضية,جندوبة,0,0
جمعية النسر الرياضي للكرة الحديدية بوعوان,رياضية,جندوبة,,
جمعية النسر الرياضي ببوعوان,رياضية,جندوبة,,
جمعية بوسالم للرياضة للجميع,رياضية,جندوبة,78634422,78634422
جمعية جندوبة للرماية الرياضية,رياضية,جندوبة,,
جمعية جندوبة الرياضية,رياضية,جندوبة,,
جمعية جندوبة الرياضية لكرة اليد,رياضية,جندوبة,,
جمعية عين الدراهم للتايكواندو,رياضية,جندوبة,,
جمعية عين الصبح الرياضية,رياضية,جندوبة,,
جمعية نادي الغوص بطبرقة,رياضية,جندوبة,,
نادي ألعاب القوى بجندوبة,رياضية,جندوبة,78601378,78601378
نادي ألعاب القوى بجندوبة,رياضية,جندوبة,0,0
نادي التنس بجندوبة,رياضية,جندوبة,0,0
نادي الرياضات الفردية بطبرقة,رياضية,جندوبة,,
جمعية نادي الرياضي بفرنانة,ودادية,جندوبة,0,0
جمعية ودادية أعوان بلدية طبرقة,ودادية,جندوبة,78673213,78673253
جمعية ودادية موظفي وعملة بلدية غار الدماء ووادي مليز,ودادية,جندوبة,0,0
جمعية ودادية الأمل لأعوان المركب السكري التونسي,ودادية,جندوبة,,
جمعية ودادية المعهد الوطني للزراعات الكبرى,ودادية,جندوبة,78602963,78602966
جمعية ودادية الرحمة لأعوان وموظفي بلدية جندوبة,ودادية,جندوبة,78600482,78600705
جمعية ودادية الوفاء لموظفي وأعوان ولاية جندوبة,ودادية,جندوبة,,
جمعية ودادية النور,ودادية,جندوبة,,
جمعية ودادية اعوان المعهد العالي للعلوم الإنسانية بجندوبة,ودادية,جندوبة,0,0
جمعية ودادية كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,ودادية,جندوبة,,
ودادية أعوان شركة الريان للصناعات الغذائية,ودادية,جندوبة,0,0
ودادية موظفي جامعة جندوبة,ودادية,جندوبة,,
ودادية المحبة لأعوان وعملة بلدية بوسالم,ودادية,جندوبة,78638300,78638513
